architecture,family,sid,budget,clean_observability,capacity,attack_channels,attack_abstention
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-1,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-1,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-2,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-2,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-2,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-3,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-3,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-3,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-4,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-4,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-4,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-5,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-5,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-5,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-6,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-6,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-6,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-7,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-7,1,0.9999999999117193,0.9999999999117193,,0
witness-hardened,ignored_warning,cap-witness-hardened-ignored_warning-7,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-0,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-0,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-0,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-1,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-1,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-1,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-2,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-2,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-2,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-3,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-3,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-3,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-4,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-4,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-4,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-5,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-5,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-5,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-6,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-6,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-6,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-7,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-7,1,0.9999999999117194,0.9904572995005202,action,0
witness-hardened,prompt_manipulation,cap-witness-hardened-prompt_manipulation-7,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-0,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-0,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-0,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-1,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-1,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-1,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-2,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-2,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-2,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-3,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-3,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-3,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-4,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-4,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-4,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-5,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-5,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-5,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-6,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-6,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-6,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-7,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,model_defect,cap-witness-hardened-model_defect-7,1,0.9999999999117192,0.0,model_version,1
witness-hardened,model_defect,cap-witness-hardened-model_defect-7,2,0.9999999999117192,0.0,action|model_version,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-0,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-0,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-0,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-1,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-1,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-1,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-2,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-2,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-2,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-3,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-3,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-3,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-4,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-4,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-4,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-5,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-5,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-5,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-6,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-6,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-6,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-7,0,0.9999999999117192,0.9999999999117192,,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-7,1,0.9999999999117192,0.9999999999066259,policy,0
witness-hardened,policy_defect,cap-witness-hardened-policy_defect-7,2,0.9999999999117192,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-0,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-0,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-0,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-1,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-1,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-1,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-2,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-2,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-2,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-3,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-3,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-3,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-4,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-4,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-4,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-5,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-5,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-5,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-6,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-6,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-6,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-7,0,0.9999999999117194,0.9999999999117194,,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-7,1,0.9999999999117194,0.999999984965358,action,0
witness-hardened,cloud_defect,cap-witness-hardened-cloud_defect-7,2,0.9999999999117194,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-0,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-0,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-0,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-1,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-1,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-1,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-2,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-2,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-2,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-3,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-3,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-3,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-4,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-4,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-4,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-5,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-5,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-5,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-6,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-6,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-6,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,human_override,cap-witness-hardened-human_override-7,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,human_override,cap-witness-hardened-human_override-7,1,0.9999999999117193,0.9999999903174805,intervention,0
witness-hardened,human_override,cap-witness-hardened-human_override-7,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-0,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-0,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-0,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-1,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-1,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-1,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-2,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-2,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-2,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-3,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-3,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-3,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-4,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-4,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-4,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-5,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-5,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-5,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-6,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-6,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-6,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-7,0,0.9999516229981481,0.9999516229981481,,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-7,1,0.9999516229981481,0.9756553272264377,action,0
witness-hardened,multi_agent_chain,cap-witness-hardened-multi_agent_chain-7,2,0.9999516229981481,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-0,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-0,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-0,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-1,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-1,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-1,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-2,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-2,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-2,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-3,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-3,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-3,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-4,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-4,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-4,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-5,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-5,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-5,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-6,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-6,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-6,2,0.9999999999117193,0.0,action|receipt,1
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-7,0,0.9999999999117193,0.9999999999117193,,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-7,1,0.9999999999117193,0.9999999152289186,intervention,0
witness-hardened,log_suppression,cap-witness-hardened-log_suppression-7,2,0.9999999999117193,0.0,action|receipt,1
