architecture,family,sid,budget,clean_effective_observability,adaptive_capacity,attack_channels,abstention,confidence
base,policy_defect,adapt-base-policy_defect-0,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-1,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-1,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-1,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-1,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-2,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-2,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-2,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-2,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-3,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-3,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-3,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-3,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-4,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-4,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-4,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-4,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-5,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-5,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-5,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-5,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-6,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-6,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-6,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-6,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-7,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-7,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-7,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-7,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-8,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-8,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-8,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-8,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-9,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-9,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-9,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-9,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-10,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-10,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-10,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-10,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,policy_defect,adapt-base-policy_defect-11,0,0.9999999999117192,0.9999999999117192,,0,0.9999999999939995
base,policy_defect,adapt-base-policy_defect-11,1,0.9999999999117192,0.0,policy,1,0.9999999999938958
base,policy_defect,adapt-base-policy_defect-11,2,0.9999999999117192,0.0,action|policy,1,0.9954406430854041
base,policy_defect,adapt-base-policy_defect-11,3,0.9999999999117192,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-0,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-0,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-0,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-0,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-1,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-1,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-1,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-1,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-2,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-2,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-2,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-2,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-3,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-3,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-3,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-3,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-4,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-4,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-4,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-4,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-5,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-5,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-5,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-5,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-6,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-6,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-6,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-6,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-7,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-7,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-7,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-7,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-8,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-8,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-8,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-8,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-9,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-9,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-9,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-9,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-10,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-10,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-10,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-10,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,cloud_defect,adapt-base-cloud_defect-11,0,0.9999999999117194,0.9999999999117194,,0,0.9999999999939999
base,cloud_defect,adapt-base-cloud_defect-11,1,0.9999999999117194,0.0,action,1,0.9999999994517521
base,cloud_defect,adapt-base-cloud_defect-11,2,0.9999999999117194,0.0,action|permission,1,0.970703293355402
base,cloud_defect,adapt-base-cloud_defect-11,3,0.9999999999117194,0.0,action|permission|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-0,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-0,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-0,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-0,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-1,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-1,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-1,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-1,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-2,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-2,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-2,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-2,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-3,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-3,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-3,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-3,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-4,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-4,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-4,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-4,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-5,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-5,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-5,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-5,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-6,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-6,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-6,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-6,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-7,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-7,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-7,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-7,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-8,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-8,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-8,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-8,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-9,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-9,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-9,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-9,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-10,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-10,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-10,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-10,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,human_override,adapt-base-human_override-11,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,human_override,adapt-base-human_override-11,1,0.9999999999117193,0.0,intervention,1,0.999999999811259
base,human_override,adapt-base-human_override-11,2,0.9999999999117193,0.0,action|intervention,1,0.970703293355402
base,human_override,adapt-base-human_override-11,3,0.9999999999117193,0.0,action|intervention|policy,1,0.9285910342930997
base,multi_agent_chain,adapt-base-multi_agent_chain-0,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-0,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-0,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-0,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-1,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-1,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-1,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-1,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-2,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-2,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-2,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-2,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-3,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-3,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-3,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-3,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-4,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-4,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-4,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-4,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-5,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-5,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-5,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-5,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-6,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-6,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-6,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-6,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-7,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-7,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-7,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-7,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-8,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-8,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-8,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-8,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-9,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-9,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-9,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-9,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-10,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-10,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-10,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-10,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,multi_agent_chain,adapt-base-multi_agent_chain-11,0,0.999981999464098,0.999981999464098,,0,0.9999974783402424
base,multi_agent_chain,adapt-base-multi_agent_chain-11,1,0.999981999464098,0.0,action,1,0.9904926465415971
base,multi_agent_chain,adapt-base-multi_agent_chain-11,2,0.999981999464098,0.0,action|delegation,1,0.6436824491603593
base,multi_agent_chain,adapt-base-multi_agent_chain-11,3,0.999981999464098,0.0,action|authorization|delegation,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-0,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-0,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-0,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-0,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-1,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-1,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-1,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-1,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-2,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-2,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-2,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-2,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-3,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-3,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-3,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-3,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-4,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-4,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-4,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-4,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-5,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-5,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-5,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-5,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-6,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-6,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-6,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-6,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-7,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-7,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-7,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-7,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-8,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-8,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-8,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-8,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-9,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-9,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-9,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-9,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-10,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-10,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-10,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-10,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
base,log_suppression,adapt-base-log_suppression-11,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
base,log_suppression,adapt-base-log_suppression-11,1,0.9999999999117193,0.0,intervention,1,0.9999999982070409
base,log_suppression,adapt-base-log_suppression-11,2,0.9999999999117193,0.0,action|intervention,1,0.6436824491603593
base,log_suppression,adapt-base-log_suppression-11,3,0.9999999999117193,0.0,action|authorization|intervention,1,0.5118133301171262
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-0,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-0,1,0.9999999999117193,0.9999918548242843,permission,0,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-0,2,0.9999999999117193,0.0,permission|receipt,1,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-0,3,0.9999999999117193,0.0,action|permission|receipt,1,0.850301287243185
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-1,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-1,1,0.9999999999117193,0.9999918548242843,permission,0,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-1,2,0.9999999999117193,0.0,permission|receipt,1,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-1,3,0.9999999999117193,0.0,action|permission|receipt,1,0.850301287243185
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-2,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-2,1,0.9999999999117193,0.9999918548242843,permission,0,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-2,2,0.9999999999117193,0.0,permission|receipt,1,0.9999989249434559
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-2,3,0.9999999999117193,0.0,action|permission|receipt,1,0.850301287243185
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-3,0,0.9999999999117193,0.9999999999117193,,0,0.9999999999939997
witness-hardened,unauthorized_delegation,adapt-witness-hardened-unauthorized_delegation-3,1,0.9999999999117193,0.9999918548242843,permission,0,0.9999989249434559
