retention,n,hypotheses,entropy_bits,mutual_information_bits,legal_observability,fano_lower_bound,exact_bayes_error,bhattacharyya_upper_bound
0.3,2200,6,2.321928094887362,0.4798529345289348,0.20666141022433887,0.42751473798320727,0.5381818181818182,1.0
0.4,2200,6,2.321928094887362,0.5453960307824691,0.23488928532428413,0.4021592072026837,0.5268181818181819,1.0
0.5,2200,6,2.321928094887362,0.6497053894242056,0.27981288087895034,0.3618068389912934,0.504090909090909,1.0
0.6,2200,6,2.3219280948873626,0.7686649244381956,0.33104596396878677,0.3157870089238156,0.47363636363636363,1.0
0.7,2200,6,2.321928094887362,0.871426140717487,0.3753028108993876,0.27603354393133583,0.4563636363636363,1.0
0.8,2200,6,2.321928094887362,1.000231504072599,0.43077626145056,0.2262048275305456,0.4236363636363636,1.0
0.9,2200,6,2.3219280948873626,1.1497636093040773,0.4951762338531214,0.1683579128500573,0.40818181818181787,0.9844517820576492
1.0,2200,6,2.321928094887362,1.3219280948873622,0.5693234419266069,0.10175559829607284,0.40000000000000013,0.7000000000000001
